signal_id,symbol,signal_timestamp_utc,signal_timestamp_et,direction,confidence,regime_state,entry_model,entry_price,entry_filled,stop_price,stop_filled,target1_price,target2_price,actual_exit_price,outcome_type,holding_time_seconds,pnl_ticks,risk_ticks,r_multiple,mae_ticks,mfe_ticks,max_adverse_time,max_favorable_time,delta_before,delta_after,reclaim_strength,displacement_ticks,absorption_strength,volatility_state,trend_state,timeout_flag
69,ESM6,2026-05-04T19:26:45.920Z,2026-05-04T15:26:45.920000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7225.75,TIMEOUT,1800,2.00,8.00,0.250000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
70,ESM6,2026-05-04T19:26:46.632Z,2026-05-04T15:26:46.632000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7225.75,TIMEOUT,1800,2.00,8.00,0.250000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
71,ESM6,2026-05-04T19:26:47.067Z,2026-05-04T15:26:47.067000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7235.00,7236.00,7219.00,7211.00,7225.75,TIMEOUT,1800,2.00,8.25,0.242424,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
72,ESM6,2026-05-04T19:26:48.231Z,2026-05-04T15:26:48.231000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7225.75,TIMEOUT,1800,2.00,8.00,0.250000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
73,ESM6,2026-05-04T19:26:50.691Z,2026-05-04T15:26:50.691000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7225.75,TIMEOUT,1800,1.75,8.00,0.218750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
74,ESM6,2026-05-04T19:26:59.336Z,2026-05-04T15:26:59.336000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7226.00,TIMEOUT,1800,1.25,8.00,0.156250,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
75,ESM6,2026-05-04T19:27:00.058Z,2026-05-04T15:27:00.058000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.50,7235.50,7218.50,7210.50,7226.00,TIMEOUT,1800,1.25,8.25,0.151515,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
76,ESM6,2026-05-04T19:27:00.174Z,2026-05-04T15:27:00.174000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.50,7235.50,7218.50,7210.50,7226.25,TIMEOUT,1800,1.00,8.25,0.121212,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
77,ESM6,2026-05-04T19:27:16.447Z,2026-05-04T15:27:16.447000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7227.00,TIMEOUT,1800,0.25,8.00,0.031250,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
78,ESM6,2026-05-04T19:27:16.539Z,2026-05-04T15:27:16.539000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7226.75,TIMEOUT,1800,0.50,8.00,0.062500,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
79,ESM6,2026-05-04T19:27:16.572Z,2026-05-04T15:27:16.572000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7226.75,TIMEOUT,1800,0.50,8.00,0.062500,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
80,ESM6,2026-05-04T19:27:17.065Z,2026-05-04T15:27:17.065000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7226.75,TIMEOUT,1800,0.75,8.00,0.093750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
81,ESM6,2026-05-04T19:27:17.108Z,2026-05-04T15:27:17.108000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7226.75,TIMEOUT,1800,0.75,8.00,0.093750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
82,ESM6,2026-05-04T19:27:19.498Z,2026-05-04T15:27:19.498000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7226.50,TIMEOUT,1800,1.25,8.00,0.156250,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
83,ESM6,2026-05-04T19:27:19.525Z,2026-05-04T15:27:19.525000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7226.50,TIMEOUT,1800,1.25,8.00,0.156250,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
84,ESM6,2026-05-04T19:27:19.707Z,2026-05-04T15:27:19.707000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7226.75,TIMEOUT,1800,1.00,8.00,0.125000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
85,ESM6,2026-05-04T19:27:20.508Z,2026-05-04T15:27:20.508000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.50,TIMEOUT,1800,1.50,8.00,0.187500,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
86,ESM6,2026-05-04T19:27:20.532Z,2026-05-04T15:27:20.532000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.50,TIMEOUT,1800,1.50,8.00,0.187500,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
87,ESM6,2026-05-04T19:27:22.223Z,2026-05-04T15:27:22.223000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.00,TIMEOUT,1800,2.00,8.00,0.250000,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
88,ESM6,2026-05-04T19:27:23.503Z,2026-05-04T15:27:23.503000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.25,TIMEOUT,1800,1.75,8.00,0.218750,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
89,ESM6,2026-05-04T19:27:32.361Z,2026-05-04T15:27:32.361000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.75,TIMEOUT,1800,1.25,8.00,0.156250,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
90,ESM6,2026-05-04T19:27:32.406Z,2026-05-04T15:27:32.406000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7226.75,TIMEOUT,1800,1.25,8.00,0.156250,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
91,ESM6,2026-05-04T19:27:34.672Z,2026-05-04T15:27:34.672000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7227.00,TIMEOUT,1800,0.75,8.00,0.093750,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
92,ESM6,2026-05-04T19:27:39.739Z,2026-05-04T15:27:39.739000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7227.25,TIMEOUT,1800,0.50,8.00,0.062500,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
93,ESM6,2026-05-04T19:27:39.746Z,2026-05-04T15:27:39.746000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7227.25,TIMEOUT,1800,0.50,8.00,0.062500,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
94,ESM6,2026-05-04T19:27:40.046Z,2026-05-04T15:27:40.046000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7227.00,TIMEOUT,1800,0.50,8.00,0.062500,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
95,ESM6,2026-05-04T19:27:49.159Z,2026-05-04T15:27:49.159000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.50,7235.50,7218.50,7210.50,7227.00,TIMEOUT,1800,0.25,8.25,0.030303,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
96,ESM6,2026-05-04T19:27:50.392Z,2026-05-04T15:27:50.392000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7226.75,TIMEOUT,1800,0.50,8.00,0.062500,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
97,ESM6,2026-05-04T19:28:04.361Z,2026-05-04T15:28:04.361000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.50,7227.25,7234.25,7235.25,7218.75,7211.00,7226.50,TIMEOUT,1800,0.75,8.00,0.093750,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
98,ESM6,2026-05-04T19:28:07.043Z,2026-05-04T15:28:07.043000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7226.75,TIMEOUT,1800,0.75,8.00,0.093750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
99,ESM6,2026-05-04T19:28:07.053Z,2026-05-04T15:28:07.053000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7226.75,TIMEOUT,1800,0.75,8.00,0.093750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
100,ESM6,2026-05-04T19:28:07.066Z,2026-05-04T15:28:07.066000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7226.75,7227.50,7234.50,7235.50,7219.00,7211.25,7226.75,TIMEOUT,1800,0.75,8.00,0.093750,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
101,ESM6,2026-05-04T19:28:13.649Z,2026-05-04T15:28:13.649000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7226.75,TIMEOUT,1800,1.00,8.00,0.125000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
102,ESM6,2026-05-04T19:28:13.754Z,2026-05-04T15:28:13.754000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7226.75,TIMEOUT,1800,1.00,8.00,0.125000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
103,ESM6,2026-05-04T19:28:16.646Z,2026-05-04T15:28:16.646000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7227.50,TIMEOUT,1800,0.50,8.00,0.062500,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
104,ESM6,2026-05-04T19:28:17.751Z,2026-05-04T15:28:17.751000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7227.50,TIMEOUT,1800,0.50,8.00,0.062500,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
105,ESM6,2026-05-04T19:28:18.297Z,2026-05-04T15:28:18.297000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7227.25,TIMEOUT,1800,0.75,8.00,0.093750,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
106,ESM6,2026-05-04T19:28:20.154Z,2026-05-04T15:28:20.154000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7227.00,TIMEOUT,1800,0.75,8.00,0.093750,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
107,ESM6,2026-05-04T19:28:23.033Z,2026-05-04T15:28:23.033000-04:00,SHORT,91.4%,BALANCE,ABSORPTION_RECLAIM,7227.00,7227.75,7234.75,7235.75,7219.25,7211.50,7227.00,TIMEOUT,1800,0.75,8.00,0.093750,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
108,ESM6,2026-05-04T19:28:23.281Z,2026-05-04T15:28:23.281000-04:00,SHORT,91.4%,TRENDING,ABSORPTION_RECLAIM,7227.25,7228.00,7235.00,7236.00,7219.50,7211.75,7227.00,TIMEOUT,1800,1.00,8.00,0.125000,3.50,4.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,1.25,CONFIRMED,HIGH,CONFIRMING,YES
109,ESM6,2026-05-04T19:06:16.569Z,2026-05-04T15:06:16.569000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.00,TIMEOUT,1800,2.25,13.25,0.169811,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
110,ESM6,2026-05-04T19:06:19.208Z,2026-05-04T15:06:19.208000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7230.25,TIMEOUT,1800,2.75,13.25,0.207547,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
111,ESM6,2026-05-04T19:06:19.427Z,2026-05-04T15:06:19.427000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.25,TIMEOUT,1800,3.00,13.25,0.226415,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
112,ESM6,2026-05-04T19:06:19.612Z,2026-05-04T15:06:19.612000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.25,TIMEOUT,1800,3.25,13.25,0.245283,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
113,ESM6,2026-05-04T19:06:22.940Z,2026-05-04T15:06:22.940000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7230.00,TIMEOUT,1800,2.50,13.25,0.188679,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
114,ESM6,2026-05-04T19:06:29.360Z,2026-05-04T15:06:29.360000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.50,TIMEOUT,1800,2.75,13.25,0.207547,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
115,ESM6,2026-05-04T19:06:31.146Z,2026-05-04T15:06:31.146000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.50,TIMEOUT,1800,2.75,13.25,0.207547,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
116,ESM6,2026-05-04T19:06:31.474Z,2026-05-04T15:06:31.474000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7230.50,TIMEOUT,1800,3.00,13.25,0.226415,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
117,ESM6,2026-05-04T19:06:31.475Z,2026-05-04T15:06:31.475000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.50,TIMEOUT,1800,3.25,13.25,0.245283,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
118,ESM6,2026-05-04T19:06:31.476Z,2026-05-04T15:06:31.476000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.50,TIMEOUT,1800,3.50,13.25,0.264151,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
119,ESM6,2026-05-04T19:07:03.677Z,2026-05-04T15:07:03.677000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7229.50,TIMEOUT,1800,2.00,13.25,0.150943,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
120,ESM6,2026-05-04T19:07:03.966Z,2026-05-04T15:07:03.966000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.00,7214.00,7241.50,7254.75,7229.50,TIMEOUT,1800,2.00,13.50,0.148148,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
121,ESM6,2026-05-04T19:07:04.073Z,2026-05-04T15:07:04.073000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.50,TIMEOUT,1800,2.25,13.25,0.169811,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
122,ESM6,2026-05-04T19:07:04.806Z,2026-05-04T15:07:04.806000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.50,TIMEOUT,1800,2.25,13.25,0.169811,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
123,ESM6,2026-05-04T19:07:06.803Z,2026-05-04T15:07:06.803000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
124,ESM6,2026-05-04T19:07:06.878Z,2026-05-04T15:07:06.878000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.75,TIMEOUT,1800,2.50,13.25,0.188679,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
125,ESM6,2026-05-04T19:07:09.715Z,2026-05-04T15:07:09.715000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7229.75,TIMEOUT,1800,2.25,13.25,0.169811,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
126,ESM6,2026-05-04T19:07:11.547Z,2026-05-04T15:07:11.547000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
127,ESM6,2026-05-04T19:07:12.578Z,2026-05-04T15:07:12.578000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.00,TIMEOUT,1800,3.00,13.25,0.226415,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
128,ESM6,2026-05-04T19:07:13.300Z,2026-05-04T15:07:13.300000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.00,TIMEOUT,1800,3.00,13.25,0.226415,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
129,ESM6,2026-05-04T19:07:25.741Z,2026-05-04T15:07:25.741000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
130,ESM6,2026-05-04T19:07:29.657Z,2026-05-04T15:07:29.657000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.25,TIMEOUT,1800,2.50,13.25,0.188679,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
131,ESM6,2026-05-04T19:07:31.514Z,2026-05-04T15:07:31.514000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.25,7215.25,7240.25,7252.25,7230.25,TIMEOUT,1800,2.75,12.25,0.224490,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
132,ESM6,2026-05-04T19:07:37.285Z,2026-05-04T15:07:37.285000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.50,7215.50,7240.50,7252.50,7230.50,TIMEOUT,1800,2.75,12.25,0.224490,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
133,ESM6,2026-05-04T19:07:41.426Z,2026-05-04T15:07:41.426000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.50,7215.50,7240.50,7252.50,7230.50,TIMEOUT,1800,2.75,12.25,0.224490,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
134,ESM6,2026-05-04T19:07:41.431Z,2026-05-04T15:07:41.431000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.25,7215.25,7240.25,7252.25,7230.50,TIMEOUT,1800,3.00,12.25,0.244898,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
135,ESM6,2026-05-04T19:07:41.432Z,2026-05-04T15:07:41.432000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7216.00,7215.00,7240.00,7252.00,7230.50,TIMEOUT,1800,3.25,12.25,0.265306,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
136,ESM6,2026-05-04T19:07:41.447Z,2026-05-04T15:07:41.447000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7216.00,7215.00,7240.00,7252.00,7230.50,TIMEOUT,1800,3.25,12.25,0.265306,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
137,ESM6,2026-05-04T19:07:41.452Z,2026-05-04T15:07:41.452000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7215.75,7214.75,7239.75,7251.75,7230.50,TIMEOUT,1800,3.50,12.25,0.285714,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
